id,building_id,floor_plan_id,unit_name,property_code,description,floor_number,usage_type,primary_image_url,availability_status,created_at,updated_at
06734306-e16a-45dd-b3d5-f68aa99bd38c,07711183-0f10-4d28-b6f4-9b2b9cd22d1d,16a87b97-91f4-4015-932e-7efc4e9dd0a9,3100,SB,,3,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
073ff6ad-e31b-4c92-9412-0ea2a8363467,b3aace2e-48c8-41a9-baa0-c0a36b56186f,b880fd88-dc5b-4bda-89d1-f5edf3d8aefb,S042,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0752932e-53fc-4a94-b314-e58b91508f19,07711183-0f10-4d28-b6f4-9b2b9cd22d1d,16a87b97-91f4-4015-932e-7efc4e9dd0a9,2099,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0808087d-02e5-4e70-b4a7-c479ef383008,f31f982a-bfdc-4fa4-a069-0a0e54c25ad3,9efb1cab-3e61-4e67-a8dc-3d7c2b0018ed,2034,RS,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
081be224-bc2e-4e6d-b224-d6fca9796242,27fe63c5-88af-4b01-ab17-171f701db0f0,57f332c2-bc74-44cb-923b-9bf2c844fa43,C207,CV,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
081fd35f-cc24-4896-8056-114823f4e7d0,822115be-029e-45a0-a629-ab88754ad450,c8620203-748f-4fc0-850c-111ee4270dcb,S210,OB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
08e97b00-001b-49d7-bcba-536f7259c2cb,80e13c38-1113-4cd1-9142-00f4985a4146,1ef9ada4-3f7a-40c6-874d-2846adb99957,464-F,WO,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0903991c-bb9e-4d80-9ab6-264ba3959cfc,27fe63c5-88af-4b01-ab17-171f701db0f0,d9ce3e6a-e4c6-48b2-a84d-2d19e926636d,C202,CV,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0940c50e-aafe-4b0b-a4c0-5dcefa5fde07,27fe63c5-88af-4b01-ab17-171f701db0f0,57f332c2-bc74-44cb-923b-9bf2c844fa43,C315,CV,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
094b4f0d-b984-45be-babd-bc75cd211d50,013f3e9a-35e7-4acc-a02a-ab5d2d03606f,e3120bdb-2ecb-498d-82d8-54b620a8d863,1065,RS,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
094b8222-34b5-4c2c-9883-cdabc30a33fe,540668d7-75c0-4a5e-a84c-99dba77dc720,cb81a89d-0e44-42f0-8438-78a5553269ef,3017,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
09f1f5c4-6826-48f6-9928-7db4a0da4b30,5f18441c-2cd3-4016-b7dd-3e06c45289aa,16a87b97-91f4-4015-932e-7efc4e9dd0a9,1141,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
09f86e5c-c3b6-49ba-a0d7-e215ab2cefb4,7d0746e5-d32a-4600-b68e-6d3feded5710,9687b044-ae38-4503-8f5b-4e0c4c1b36e1,3070,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0a1bf117-0980-41af-8c5a-f8e8b3654545,540668d7-75c0-4a5e-a84c-99dba77dc720,cb81a89d-0e44-42f0-8438-78a5553269ef,3008,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0a1c5fab-efdd-4e5c-8bcc-dfea49c68297,b3aace2e-48c8-41a9-baa0-c0a36b56186f,b880fd88-dc5b-4bda-89d1-f5edf3d8aefb,S041,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0a8626d3-f8e2-4afb-a938-272a04fbfa3d,41d89bc8-1954-417d-a6aa-fef88f295ff8,67af1514-8f9b-4eb4-bf0b-4ecf3fbedf6c,2157,SB,,2,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
0a8b3e23-24d6-426a-915a-a5e3ec50823f,b4b46d3f-24d7-4090-b0b4-0370f05a15fc,33686c92-7584-42a4-8bb1-469aeb038d62,2080,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0a91f4b7-1a0c-43d4-a562-0a51b2dddb30,83b9b497-2158-477f-8e1e-b7bb1268f47a,b628858a-1e91-43c3-a264-a9d4d8b990fe,1071,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0a94e753-fdf3-4395-b997-7f17502fba1f,4a2f5eaf-aa2d-4674-b773-472954c25b44,653cd147-1bba-4592-938f-22f05a022145,S073,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0aa4691a-7ecc-4263-ba48-1f5abb8b6a6b,b4b46d3f-24d7-4090-b0b4-0370f05a15fc,33686c92-7584-42a4-8bb1-469aeb038d62,1079,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0b3638dd-48d6-4f39-aa62-0a463d2fff4e,f31f982a-bfdc-4fa4-a069-0a0e54c25ad3,e3120bdb-2ecb-498d-82d8-54b620a8d863,1027,RS,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0b41ce92-5bab-464c-afb5-9e7c35730c6c,27fe63c5-88af-4b01-ab17-171f701db0f0,0596ccd0-91a1-4d44-8235-f9cfa81bca32,C423,CV,,4,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0baa8561-385e-4b3e-828c-6da2f8e79fff,252092b1-d39a-425c-9f89-0ed2de93573b,6acb9a92-fc81-4cd5-9ba0-91a523e5aca5,1048,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0c066d79-329d-4293-8fff-824835223020,540668d7-75c0-4a5e-a84c-99dba77dc720,cb81a89d-0e44-42f0-8438-78a5553269ef,1007,RS,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0c3ce341-32c9-4c04-9cb5-76ee3e10137b,c3623832-b1a2-4aaa-9d7b-97ecba768a59,33686c92-7584-42a4-8bb1-469aeb038d62,1026,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0c7688b7-5645-49e5-8ac6-bce3f2bb9696,47e8faac-651c-40b9-907b-94ec0b10e696,45696361-6865-4939-b45f-052e5ef3772d,S096,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0cc70a9b-360c-410c-9867-79a3f12ff2af,475e1091-ab50-4f46-bb44-48d7ac01cc19,67af1514-8f9b-4eb4-bf0b-4ecf3fbedf6c,1022,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0ce0a902-8478-4553-981f-cde993c06dc7,27fe63c5-88af-4b01-ab17-171f701db0f0,ac471e4b-d47a-431b-b864-07921d14ef00,C122,CV,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0d07b158-acc4-4b2c-a65d-874c2faa2107,5f18441c-2cd3-4016-b7dd-3e06c45289aa,16a87b97-91f4-4015-932e-7efc4e9dd0a9,1142,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0e3ff041-d45c-44b1-a6df-c287f099ab44,ef9721f9-57dc-4db7-898e-04005f98f089,1c0c2def-6365-43d0-b768-c52b714fa831,1058,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0e4d0bbf-7908-4bf3-ad07-5ed31f095f4e,74d55278-8744-47e1-ac91-693bf95993d1,c8620203-748f-4fc0-850c-111ee4270dcb,S192,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0e7464c9-5f5e-42da-8956-ec08400a8573,83b9b497-2158-477f-8e1e-b7bb1268f47a,894e04e2-a5fa-4a68-827e-c496cd04d155,3070,SB,,3,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
0e7d77e7-de40-49aa-a442-9833796879c1,2c88aa6f-c60b-4341-984d-d53aa18d16c0,b880fd88-dc5b-4bda-89d1-f5edf3d8aefb,S032,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0ed94b65-0d2c-4d58-8892-cd519220474d,a620238e-85f6-4d66-bcc2-bf160cbd3223,67af1514-8f9b-4eb4-bf0b-4ecf3fbedf6c,2038,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0ee3bc9a-7a45-4831-808a-0fa3cbf28a8e,c83d5315-f2bc-448d-ad1a-72f49d38b950,d6ee7016-8d18-4648-911d-1ab0ad53e141,462-B,WO,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0eebefbe-bacc-4913-bf33-5831b17a3c7b,540668d7-75c0-4a5e-a84c-99dba77dc720,9687b044-ae38-4503-8f5b-4e0c4c1b36e1,3018,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0f4c0491-54c3-4ffa-a1f2-44b5dc4f9a7f,876b367b-1b43-47d8-b05d-2f6e9fa470ed,67af1514-8f9b-4eb4-bf0b-4ecf3fbedf6c,1093,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0f720144-2ed2-4485-8a66-a7d43b6ae3dc,8c057524-3379-493b-b419-3b2a42d4f64b,b628858a-1e91-43c3-a264-a9d4d8b990fe,1121,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0f8a59c0-a2e5-4b7d-a5d0-4de1660ccd57,27fe63c5-88af-4b01-ab17-171f701db0f0,0596ccd0-91a1-4d44-8235-f9cfa81bca32,C331,CV,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0fdb9a88-036b-4d75-82c1-0b0a9dfe7e43,27fe63c5-88af-4b01-ab17-171f701db0f0,b32e7afb-efc7-44bb-b8c0-30f9d55cab70,C109,CV,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0fdef6ba-4b0e-431c-a1eb-621cf05880a1,540668d7-75c0-4a5e-a84c-99dba77dc720,e3120bdb-2ecb-498d-82d8-54b620a8d863,2021,RS,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0fef7682-1b15-4e79-a390-afe1429401d6,a620238e-85f6-4d66-bcc2-bf160cbd3223,b628858a-1e91-43c3-a264-a9d4d8b990fe,1040,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
0ff9575a-d7a5-4367-9b65-d5c1168f7bf6,2c88aa6f-c60b-4341-984d-d53aa18d16c0,b880fd88-dc5b-4bda-89d1-f5edf3d8aefb,S025,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
101e3e83-2580-4f89-a8d7-5113ee07c067,540668d7-75c0-4a5e-a84c-99dba77dc720,58db1f29-2078-411a-ac50-f0b8f45e3221,3015,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
1022950f-6774-4e88-a646-d55ec0f3714d,27fe63c5-88af-4b01-ab17-171f701db0f0,d9ce3e6a-e4c6-48b2-a84d-2d19e926636d,C310,CV,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
102dd8d2-6a3e-4060-98e6-8d31bfd3acd1,27fe63c5-88af-4b01-ab17-171f701db0f0,0596ccd0-91a1-4d44-8235-f9cfa81bca32,C421,CV,,4,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
105f1561-0afa-474a-baca-f13780dca4d3,4144640f-ca40-447e-adaf-65a1b5f40378,d6ee7016-8d18-4648-911d-1ab0ad53e141,458-H,WO,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
106df94d-8dcd-4221-a5fa-f1908c6778c4,41d89bc8-1954-417d-a6aa-fef88f295ff8,67af1514-8f9b-4eb4-bf0b-4ecf3fbedf6c,2156,SB,,2,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
10748877-07b3-4747-b5cd-2093d1cc73ae,540668d7-75c0-4a5e-a84c-99dba77dc720,9687b044-ae38-4503-8f5b-4e0c4c1b36e1,2004,RS,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
1075ebc0-bb98-4092-9acd-08ae8f6a953a,47e8faac-651c-40b9-907b-94ec0b10e696,45696361-6865-4939-b45f-052e5ef3772d,S085,OB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
10eac4cc-2903-4d39-800e-59919a3c04f7,7d0746e5-d32a-4600-b68e-6d3feded5710,cb81a89d-0e44-42f0-8438-78a5553269ef,3081,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
113dcfee-0f5b-4698-9425-3108178d4f17,dd22c341-7fea-40f8-b7a7-6008f8b1c653,33686c92-7584-42a4-8bb1-469aeb038d62,1114,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
117c3611-7275-4339-b1f5-a94b77cb052b,b4b46d3f-24d7-4090-b0b4-0370f05a15fc,16a87b97-91f4-4015-932e-7efc4e9dd0a9,3075,SB,,3,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
118d0f61-2674-4d85-8e07-0047e281bc96,b4b46d3f-24d7-4090-b0b4-0370f05a15fc,16a87b97-91f4-4015-932e-7efc4e9dd0a9,2076,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
119dae6f-1d16-4052-a8f6-265ecfdeace4,ed50c9cb-acde-475e-a5f6-27ecef8a915f,c8620203-748f-4fc0-850c-111ee4270dcb,S158,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
1233d9cc-08db-49dd-9862-1cb42acf28b1,f31f982a-bfdc-4fa4-a069-0a0e54c25ad3,e3120bdb-2ecb-498d-82d8-54b620a8d863,2027,RS,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
12936c05-e95c-4d65-8224-3606c3bc142f,252092b1-d39a-425c-9f89-0ed2de93573b,16a87b97-91f4-4015-932e-7efc4e9dd0a9,2045,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
12b2d1d3-c823-4c67-a7dd-f15938ebb0b6,47e8faac-651c-40b9-907b-94ec0b10e696,45696361-6865-4939-b45f-052e5ef3772d,S090,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
12e2c97c-a73e-46c1-b3a4-5b8e5e7b0e93,8c057524-3379-493b-b419-3b2a42d4f64b,b628858a-1e91-43c3-a264-a9d4d8b990fe,1128,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
132cd020-0761-4dd5-b493-9b62657b266d,5f18441c-2cd3-4016-b7dd-3e06c45289aa,33686c92-7584-42a4-8bb1-469aeb038d62,2143,SB,,2,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
1335ebf4-c3d2-44e3-9bb2-31b7a980464d,3ded3253-9ae9-49b2-bdaf-8cb77ec856bc,653cd147-1bba-4592-938f-22f05a022145,S104,OB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
13715e7a-3ff0-4350-b819-f64000639186,252092b1-d39a-425c-9f89-0ed2de93573b,6acb9a92-fc81-4cd5-9ba0-91a523e5aca5,1042,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
13bbcddb-0c4f-4ed7-b31e-baef3d2d34f4,27fe63c5-88af-4b01-ab17-171f701db0f0,0596ccd0-91a1-4d44-8235-f9cfa81bca32,C224,CV,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
13eb3f4e-90a0-4451-bb28-b66945183a48,27fe63c5-88af-4b01-ab17-171f701db0f0,57f332c2-bc74-44cb-923b-9bf2c844fa43,C428,CV,,4,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
13f875f5-3c38-4399-84ec-b43801c42f80,540668d7-75c0-4a5e-a84c-99dba77dc720,cb81a89d-0e44-42f0-8438-78a5553269ef,3014,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
140c9143-9123-4047-90aa-505a4f2b122c,540668d7-75c0-4a5e-a84c-99dba77dc720,22741823-ecdf-4454-8607-4fe78ed8d337,3001,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
1467db6d-c9c3-44bf-af3f-f1adc8a04026,ef9721f9-57dc-4db7-898e-04005f98f089,1c0c2def-6365-43d0-b768-c52b714fa831,2064,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
14af45ac-dbac-49b3-a434-305b5c38fd9f,9de2b2f3-3a15-437a-b058-084b9e7609dc,45696361-6865-4939-b45f-052e5ef3772d,S204,OB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
154bdc92-8663-4a6d-ad24-c18368c1e73b,4a2f5eaf-aa2d-4674-b773-472954c25b44,653cd147-1bba-4592-938f-22f05a022145,S067,OB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
157784e4-f868-4ec3-8bc5-bc8e936ce1a2,c3623832-b1a2-4aaa-9d7b-97ecba768a59,33686c92-7584-42a4-8bb1-469aeb038d62,2031,SB,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
15b21581-5a93-40dd-9172-09911ecbab1b,83b9b497-2158-477f-8e1e-b7bb1268f47a,894e04e2-a5fa-4a68-827e-c496cd04d155,1070,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
1655c9c0-8f42-458f-9723-0010cc41b18b,6a644fdc-caed-4230-89a4-b15ad1b08a00,cd59ceff-0fea-4dd5-ad66-8a30d163bd6c,1130,SB,,1,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
165a45d0-fde4-4622-8ddc-73311515a36b,07711183-0f10-4d28-b6f4-9b2b9cd22d1d,16a87b97-91f4-4015-932e-7efc4e9dd0a9,3099,SB,,3,residential,,available,2025-12-06 22:16:07.788926+00,2025-12-06 22:16:07.788926+00
167555d4-5726-4fc8-8fd7-0c1d8e561e3e,cd9fd60d-0724-4dc6-ae8f-a72ba8849d71,e3120bdb-2ecb-498d-82d8-54b620a8d863,2097,RS,,2,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
167c34a4-9c28-42d5-83ae-422149840c71,013f3e9a-35e7-4acc-a02a-ab5d2d03606f,52c8e384-a107-4509-806e-4b2a9b7cc465,3063,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
16d89fd0-3e18-4eb4-a695-ccb39e3cd043,e3164675-bafb-4741-a95c-dfa61e549930,9687b044-ae38-4503-8f5b-4e0c4c1b36e1,3126,RS,,3,residential,,available,2025-12-06 22:16:07.390832+00,2025-12-06 22:16:07.390832+00
